Fruit,Temp,Humid (%),Light (Fux),CO2 (pmm),Class
Pineapple,25,95,11.20647613,294,Bad
Tomato,24,89,13.65010619,391,Good
Pineapple,23,95,13.27441976,362,Good
Pineapple,23,90,12.76402932,349,Good
Orange,23,95,4.904260592,350,Good
Orange,23,95,14.59144457,212,Bad
Tomato,24,90,12.76402932,329,Good
Pineapple,25,95,12.06507013,411,Bad
Tomato,24,95,16.02789778,341,Bad
Orange,23,95,4.904260592,349,Good
Pineapple,24,95,14.19224347,344,Good
Orange,22,95,7.358649263,360,Good
Pineapple,25,95,5.771326913,443,Bad
Tomato,25,95,15.85228317,317,Bad
Banana,24,92,18.89654455,322,Good
Pineapple,23,95,12.90803823,351,Good
Tomato,24,95,14.51078894,307,Bad
Pineapple,25,95,13.20040797,395,Bad
Pineapple,22,91,12.76402932,339,Good
Orange,22,95,7.404343951,350,Good
Orange,22,95,7.044707922,340,Good
Tomato,25,95,13.49869706,386,Bad
Orange,21,94,8.722957641,383,Good
Orange,22,95,8.264637967,371,Good
Orange,22,95,4.870193845,350,Good
Tomato,23,89,7.267899623,298,Good
Tomato,24,95,14.75399666,318,Bad
Pineapple,22,95,13.3488037,335,Good
Tomato,23,91,8.264637967,372,Good
Pineapple,25,95,9.987371503,310,Bad
Tomato,22,90,12.90803823,317,Good
Pineapple,22,85,12.62144823,324,Good
Banana,24,95,17.79130513,252,BAD
Orange,23,95,8.165410187,175,Good
Banana,24,95,12.06507013,249,BAD
Orange,23,95,14.83589827,385,Bad
Orange,24,95,15.50647254,395,Bad
Orange,22,95,6.48823229,256,Good
Tomato,26,82,8.0671142,412,Good
Orange,23,95,15.00096563,396,Bad
Tomato,22,92,10.34079221,362,Good
Orange,22,95,7.496378442,334,Good
Orange,24,95,14.1136139,254,Bad
Orange,22,95,8.31460431,163,Good
Banana,24,95,12.48027818,250,BAD
Pineapple,25,95,11.39978246,303,Bad
Orange,22,95,6.446808067,247,Good
Pineapple,25,95,11.39978246,444,Bad
Pineapple,23,89,12.76402932,340,Good
Banana,26,95,18.28561157,302,Good
Orange,23,95,4.702223982,349,Good
Pineapple,25,95,12.06507013,407,Bad
Banana,26,95,14.03538213,305,Good
Tomato,26,91,7.000692513,393,Good
Pineapple,25,95,11.39978246,323,Bad
Pineapple,24,95,14.19224347,358,Good
Banana,24,95,13.05349201,253,BAD
Banana,25,89,19.63480231,388,Good
Tomato,23,89,8.116146322,317,Good
Banana,24,95,20.40179801,316,Good
Pineapple,25,95,10.16280412,436,Bad
Tomato,24,89,13.80304952,384,Good
Orange,23,95,6.48823229,252,Good
Tomato,25,95,13.42356205,369,Bad
Tomato,23,88,6.364536513,286,Good
Pineapple,25,95,10.95309884,316,Bad
Banana,26,95,17.69401633,317,Good
Orange,22,95,7.542720421,271,Good
Tomato,24,95,11.99705843,360,Good
Banana,25,86,13.72638492,343,Good
Pineapple,25,95,10.16280412,289,Bad
Pineapple,25,95,9.814452454,320,Bad
Tomato,23,90,12.41021712,330,Good
Banana,24,95,16.56585884,252,BAD
Banana,24,95,12.76402932,256,BAD
Pineapple,23,95,12.83585424,350,Good
Pineapple,25,95,11.39978246,453,Bad
Pineapple,24,95,13.95754575,328,Good
Tomato,24,95,12.13341843,353,Good
Pineapple,25,95,9.987371503,349,Bad
Orange,22,95,9.475991969,377,Good
Banana,24,95,17.79130513,256,BAD
Tomato,24,95,13.05349201,298,Bad
Banana,26,95,20.62641439,395,Good
Tomato,23,92,10.10404473,351,Good
Orange,22,95,6.48823229,255,Good
Banana,25,95,16.29477154,265,BAD
Tomato,23,89,8.516848104,342,Good
Orange,22,95,6.529850053,254,Good
Banana,24,95,16.56585884,251,BAD
Tomato,23,87,5.964479838,285,Good
Pineapple,24,95,14.1136139,316,Good
Orange,23,95,8.465927903,186,Good
Banana,26,95,17.21524677,318,Good
Pineapple,22,81,12.48027818,331,Good
Banana,26,91,19.85095108,298,Good
Tomato,24,89,13.42356205,403,Good
Tomato,24,95,12.13341843,368,Good
Tomato,24,95,16.20534945,346,Bad
Tomato,24,90,12.34050263,333,Good
Pineapple,24,95,14.1136139,310,Good
Orange,23,95,15.85228317,459,Bad
Tomato,24,94,11.72833871,368,Good
Tomato,24,89,13.49869706,409,Good
Banana,24,95,16.74896501,245,BAD
Tomato,24,76,16.47502321,468,Good
Orange,23,95,6.364536513,252,Good
Banana,24,95,12.41021712,256,BAD
Pineapple,23,95,12.83585424,356,Good
Banana,24,95,12.41021712,252,BAD
Pineapple,22,95,13.57421101,355,Good
Pineapple,25,95,9.987371503,316,Bad
Banana,26,90,20.17964285,377,Good
Tomato,24,95,16.47502321,358,Bad
Banana,24,95,17.02725828,251,BAD
Pineapple,25,95,11.14266773,295,Bad
Banana,25,82,19.31496687,339,Good
Pineapple,25,95,12.98058343,401,Bad
Pineapple,24,95,14.1136139,333,Good
Tomato,23,89,7.358649263,298,Good
Orange,24,95,15.16773612,391,Bad
Pineapple,25,95,9.987371503,300,Bad
Orange,22,95,6.613669965,277,Good
Orange,23,95,14.75399666,385,Bad
Tomato,25,95,14.91822038,384,Bad
Tomato,24,95,16.11639251,345,Bad
Banana,24,92,18.48706888,320,Good
Tomato,23,93,11.66198098,354,Good
Orange,22,95,7.404343951,356,Good
Orange,23,95,14.83589827,434,Bad
Orange,24,95,15.33623116,383,Bad
Pineapple,24,95,11.46485093,420,Bad
Tomato,23,89,7.358649263,309,Good
Orange,24,95,14.91822038,377,Bad
Orange,22,95,7.683058499,300,Good
Tomato,23,92,11.01598084,358,Good
Tomato,23,89,7.777721829,296,Good
Tomato,25,95,13.49869706,368,Bad
Pineapple,25,95,10.04556771,293,Bad
Tomato,23,89,7.22284254,283,Good
Tomato,23,89,12.76402932,311,Good
Orange,23,95,4.505770041,341,Good
Tomato,25,95,15.33623116,316,Bad
Pineapple,25,95,11.46485093,317,Bad
Banana,24,95,12.69256136,257,BAD
Tomato,24,95,16.47502321,362,Bad
Orange,22,95,7.044707922,346,Good
Orange,24,95,14.67251295,399,Bad
Pineapple,23,95,12.34050263,319,Good
Orange,22,95,7.044707922,341,Good
Banana,25,89,20.85352641,378,Good
Banana,24,95,19.20950925,304,BAD
Orange,23,95,14.83589827,372,Bad
Banana,24,95,17.02725828,248,BAD
Orange,24,95,14.83589827,443,Bad
Banana,25,89,19.74258151,370,Good
Orange,23,95,14.59144457,213,Bad
Tomato,25,93,6.613669965,398,Good
Tomato,23,91,12.98058343,328,Good
Tomato,25,95,15.76515749,317,Bad
Orange,23,95,19.31496687,273,Bad
Orange,23,95,17.30998858,260,Bad
Tomato,25,95,13.80304952,378,Bad
Tomato,25,95,16.38466179,369,Bad
Tomato,25,95,15.76515749,314,Bad
Tomato,23,91,8.415248038,359,Good
Pineapple,25,95,12.27113269,412,Bad
Tomato,25,95,13.05349201,364,Bad
Pineapple,24,95,14.1136139,309,Good
Pineapple,25,95,9.8718154,336,Bad
Tomato,24,95,12.90803823,300,Bad
Pineapple,24,95,14.1136139,327,Good
Tomato,22,92,10.10404473,358,Good
Orange,22,95,6.202275223,259,Good
Pineapple,23,95,12.83585424,339,Good
Tomato,25,95,13.95754575,370,Bad
Tomato,24,93,11.07916988,374,Good
Pineapple,24,95,14.03538213,317,Good
Orange,22,95,5.886678992,260,Good
Orange,24,95,15.76515749,45,Bad
Tomato,25,92,6.571662296,395,Good
Tomato,24,89,13.3488037,390,Good
Tomato,25,95,12.98058343,367,Bad
Orange,23,95,19.85095108,341,Bad
Pineapple,24,95,14.1136139,307,Good
Pineapple,25,95,11.14266773,300,Bad
Orange,22,95,5.545397326,267,Good
Orange,22,95,4.870193845,348,Good
Tomato,23,92,9.757364232,355,Good
Orange,22,95,6.122270991,244,Good
Banana,26,90,20.29041491,390,Good
Orange,23,95,16.20534945,254,Bad
Tomato,26,93,6.571662296,392,Good
Pineapple,25,95,10.82824911,304,Bad
Tomato,24,89,13.72638492,394,Good
Tomato,25,95,15.33623116,318,Bad
Pineapple,25,95,11.66198098,351,Bad
Tomato,24,95,16.11639251,352,Bad
Orange,22,95,6.529850053,254,Good
Orange,22,95,8.465927903,373,Good
Orange,22,95,9.365314571,394,Good
Tomato,23,92,11.01598084,353,Good
Orange,22,95,4.938486566,347,Good
Orange,23,95,20.06947764,344,Bad
Orange,22,95,11.862037,222,Good
Tomato,25,95,13.80304952,374,Bad
Pineapple,22,92,12.98058343,335,Good
Orange,23,95,14.67251295,211,Bad
Orange,23,95,8.465927903,176,Good
Pineapple,24,95,14.1136139,333,Good
Tomato,22,92,10.52137857,363,Good
Tomato,26,94,6.571662296,398,Good
Pineapple,23,95,12.76402932,327,Good
Tomato,23,88,7.683058499,292,Good
Orange,23,95,14.91822038,253,Bad
Orange,23,95,14.83589827,214,Bad
Tomato,24,76,16.74896501,458,Good
Pineapple,24,95,14.1136139,324,Good
Pineapple,23,88,12.76402932,348,Good
Pineapple,24,95,14.03538213,306,Good
Tomato,24,88,10.76627794,247,Good
Orange,23,95,14.75399666,386,Bad
Orange,22,95,9.310371154,381,Good
Banana,24,95,12.27113269,256,BAD
Tomato,24,95,12.69256136,305,Bad
Orange,24,95,14.51078894,383,Bad
Tomato,24,95,12.90803823,300,Bad
Tomato,24,95,11.99705843,366,Good
Banana,25,90,16.11639251,316,Good
Orange,24,95,14.83589827,375,Bad
Tomato,24,89,8.165410187,291,Good
Banana,25,89,18.89654455,391,Good
Orange,23,95,14.51078894,212,Bad
Pineapple,23,95,12.76402932,344,Good
Pineapple,22,93,12.83585424,329,Good
Tomato,24,95,12.06507013,288,Bad
Pineapple,25,95,10.70460698,282,Bad
Tomato,24,95,14.51078894,307,Bad
Banana,26,94,15.08413665,305,Good
Tomato,23,89,8.165410187,291,Good
Orange,23,95,16.11639251,259,Bad
Orange,22,95,7.0889296,293,Good
Banana,24,95,12.62144823,256,BAD
Banana,24,95,16.93400512,250,BAD
Banana,24,95,13.57421101,260,BAD
Tomato,23,92,13.72638492,324,Good
Tomato,25,95,13.05349201,370,Bad
Tomato,24,82,8.116146322,387,Good
Tomato,23,90,12.90803823,328,Good
Pineapple,25,95,9.929454577,346,Bad
Banana,24,95,17.02725828,251,BAD
Orange,23,95,19.95991509,342,Bad
Tomato,23,89,12.76402932,320,Good
Orange,23,95,16.11639251,254,Bad
Banana,26,88,18.7933463,401,Good
Pineapple,23,95,12.83585424,345,Good
Tomato,25,95,15.67848238,372,Bad
Tomato,24,89,13.20040797,327,Good
Tomato,24,95,12.13341843,285,Bad
Pineapple,25,95,9.8718154,327,Bad
Pineapple,25,95,9.929454577,295,Bad
Orange,23,95,8.465927903,175,Good
Orange,22,95,7.589280351,288,Good
Pineapple,22,95,12.83585424,328,Good
Orange,22,95,6.956882353,377,Good
Tomato,25,92,6.571662296,393,Good
Banana,25,95,13.95754575,239,BAD
Banana,24,95,19.31496687,304,BAD
Orange,23,95,14.91822038,214,Bad
Tomato,24,94,10.46089174,378,Good
Orange,23,95,4.870193845,338,Good
Pineapple,22,94,12.90803823,324,Good
Banana,24,95,17.98744479,253,BAD
Tomato,24,95,16.47502321,363,Bad
Orange,22,95,5.582615631,310,Good
Orange,22,95,5.218112844,360,Good
Pineapple,25,95,9.987371503,295,Bad
Tomato,24,95,12.90803823,299,Bad
Orange,23,95,14.51078894,215,Bad
Banana,26,90,20.73965627,384,Good
Orange,23,95,14.67251295,380,Bad
Banana,26,91,20.17964285,301,Good
Tomato,26,79,8.116146322,416,Good
Tomato,24,95,14.75399666,313,Bad
Orange,23,95,14.59144457,215,Bad
Orange,23,95,8.415248038,161,Good
Banana,24,95,17.02725828,248,BAD
Tomato,22,93,13.12676612,355,Good
Pineapple,25,95,10.10404473,291,Bad
Orange,23,95,8.364807255,162,Good
Orange,23,95,8.933015125,197,Good
Tomato,24,88,10.58215896,244,Good
Tomato,26,88,7.267899623,407,Good
Tomato,26,88,7.358649263,394,Good
Orange,22,95,6.162179985,249,Good
Banana,25,86,13.65010619,345,Good
Orange,23,95,14.67251295,211,Bad
Tomato,25,95,15.42113219,381,Bad
Tomato,25,95,15.16773612,317,Bad
Tomato,24,95,16.56585884,357,Bad
Orange,23,81,4.570643409,332,Good
Orange,23,95,5.218112844,300,Good
Tomato,23,90,13.12676612,337,Good
Banana,26,90,20.62641439,285,Good
Banana,26,95,17.79130513,310,Good
Pineapple,23,95,12.55068787,326,Good
Orange,22,95,7.000692513,350,Good
Tomato,24,95,14.75399666,314,Bad
Pineapple,23,95,12.83585424,338,Good
Pineapple,25,95,11.79502342,418,Bad
Pineapple,22,95,13.27441976,342,Good
Orange,23,95,4.47356027,329,Good
Tomato,25,95,13.05349201,366,Bad
Tomato,24,95,16.02789778,345,Bad
Orange,24,95,15.08413665,378,Bad
Orange,24,95,15.33623116,374,Bad
Pineapple,24,95,14.03538213,315,Good
Pineapple,25,95,10.04556771,297,Bad
Tomato,26,75,8.933015125,368,Good
Tomato,25,95,15.76515749,327,Bad
Tomato,25,95,14.67251295,382,Bad
Tomato,26,93,6.48823229,407,Good
Pineapple,24,95,14.1136139,301,Good
Tomato,24,95,12.34050263,371,Good
Tomato,25,95,7.450253315,202,Good
Pineapple,22,89,12.69256136,323,Good
Pineapple,25,95,11.59594835,349,Bad
Pineapple,22,93,12.55068787,325,Good
Pineapple,25,95,11.07916988,313,Bad
Pineapple,25,95,10.95309884,292,Bad
Tomato,26,94,6.698275399,399,Good
Orange,22,95,8.264637967,375,Good
Pineapple,24,95,7.730278953,419,Bad
Orange,22,95,7.496378442,336,Good
Tomato,23,92,10.52137857,352,Good
Pineapple,24,95,11.46485093,427,Bad
Tomato,22,90,12.83585424,326,Good
Pineapple,25,95,9.987371503,344,Bad
Orange,23,95,8.364807255,176,Good
Tomato,24,93,11.14266773,381,Good
Banana,26,82,12.98058343,403,Good
Orange,23,95,14.83589827,220,Bad
Pineapple,25,95,9.987371503,301,Bad
Pineapple,24,95,10.10404473,435,Bad
Tomato,22,92,10.16280412,359,Good
Tomato,24,88,10.64323454,244,Good
Banana,25,85,18.48706888,371,Good
Tomato,25,95,12.90803823,371,Bad
Orange,23,95,15.42113219,246,Bad
Tomato,26,93,6.529850053,399,Good
Tomato,24,89,8.0671142,288,Good
Orange,23,95,4.505770041,334,Good
Tomato,25,95,15.08413665,365,Bad
Tomato,25,92,6.446808067,401,Good
Pineapple,22,95,12.76402932,332,Good
Tomato,25,95,7.730278953,200,Good
Tomato,25,95,15.25176672,392,Bad
Banana,24,95,19.42099897,298,BAD
Orange,22,95,6.613669965,257,Good
Pineapple,23,95,12.34050263,322,Good
Orange,23,95,20.17964285,343,Bad
Orange,23,95,7.921396405,176,Good
Banana,24,95,18.69070341,268,BAD
Banana,26,90,19.63480231,398,Good
Tomato,25,95,13.88010234,386,Bad
Orange,23,95,15.00096563,365,Bad
Banana,25,90,18.89654455,401,Good
Pineapple,25,95,10.46089174,449,Bad
Orange,22,95,9.420521035,188,Good
Tomato,24,95,12.69256136,305,Bad
Tomato,26,78,8.214906999,413,Good
Orange,23,95,20.17964285,350,Bad
Tomato,25,91,6.571662296,407,Good
Tomato,24,95,14.83589827,321,Bad
Tomato,25,95,13.3488037,378,Bad
Tomato,25,95,12.69256136,303,Bad
Tomato,23,92,9.587732994,358,Good
Orange,23,95,14.75399666,436,Bad
Banana,26,89,19.20950925,379,Good
Orange,23,95,5.076997025,353,Good
Tomato,24,95,12.62144823,305,Bad
Orange,24,95,14.83589827,384,Bad
Orange,23,95,8.415248038,176,Good
Orange,24,95,15.25176672,385,Bad
Banana,26,89,19.20950925,399,Good
Pineapple,25,95,9.700549236,258,Bad
Orange,22,95,8.568009903,165,Good
Pineapple,25,95,12.20210529,408,Bad
Pineapple,24,95,13.72638492,329,Good
Orange,23,95,8.465927903,177,Good
Orange,24,95,15.00096563,377,Bad
Tomato,25,95,15.42113219,313,Bad
Orange,22,95,8.165410187,377,Good
Orange,24,95,15.08413665,375,Bad
Tomato,23,89,8.516848104,312,Good
Tomato,23,89,9.644005982,365,Good
Banana,24,95,17.21524677,249,BAD
Tomato,23,88,7.969740423,290,Good
Banana,26,94,15.16773612,304,Good
Tomato,24,95,16.29477154,349,Bad
Pineapple,23,88,12.76402932,351,Good
Pineapple,24,95,14.03538213,310,Good
Pineapple,22,95,13.20040797,320,Good
Tomato,22,89,12.41021712,352,Good
Banana,24,95,19.10462223,293,BAD
Pineapple,25,95,10.16280412,290,Bad
Orange,24,95,19.31496687,274,Bad
Banana,24,95,16.56585884,253,BAD
Tomato,23,95,14.43054353,311,Bad
Tomato,23,92,10.70460698,357,Good
Banana,26,88,19.00030193,379,Good
Banana,24,95,12.34050263,256,BAD
Pineapple,25,95,11.33503171,320,Bad
Tomato,26,75,8.31460431,421,Good
Banana,26,95,15.67848238,305,Good
Orange,22,95,5.809598838,313,Good
Tomato,23,90,12.98058343,324,Good
Tomato,24,95,12.90803823,306,Bad
Orange,24,95,15.67848238,405,Bad
Orange,22,95,7.542720421,298,Good
Banana,26,95,17.30998858,312,Good
Tomato,24,89,13.49869706,392,Good
Orange,23,95,19.85095108,347,Bad
Orange,23,95,16.11639251,252,Bad
Pineapple,22,93,12.98058343,341,Good
Tomato,25,95,12.83585424,371,Bad
Orange,24,95,15.76515749,377,Bad
Orange,22,95,4.972872478,291,Good
Orange,23,95,6.48823229,248,Good
Banana,24,95,13.05349201,258,BAD
Tomato,24,93,11.27059687,361,Good
Pineapple,23,95,12.62144823,318,Good
Orange,23,95,6.783674055,239,Good
Pineapple,22,95,12.41021712,331,Good
Orange,24,95,15.50647254,393,Bad
Orange,24,95,14.75399666,403,Bad
Orange,22,95,5.112029894,297,Good
Orange,24,95,16.65717174,389,Bad
Pineapple,23,91,12.76402932,350,Good
Tomato,24,95,11.46485093,279,Bad
Tomato,24,95,12.62144823,301,Bad
Tomato,24,95,12.20210529,288,Bad
Pineapple,22,95,13.20040797,331,Good
Orange,24,95,16.65717174,395,Bad
Orange,22,95,9.365314571,388,Good
Pineapple,25,95,11.59594835,324,Bad
Banana,24,95,14.59144457,262,BAD
Tomato,25,95,15.67848238,312,Bad
Pineapple,22,95,13.12676612,329,Good
Orange,23,95,14.67251295,215,Bad
Pineapple,23,82,12.62144823,341,Good
Pineapple,23,95,12.83585424,349,Good
Orange,22,95,6.122270991,260,Good
Orange,23,95,5.007419045,354,Good
Tomato,23,90,12.90803823,336,Good
Tomato,25,91,6.48823229,403,Good
Tomato,24,76,17.40523312,465,Good
Orange,23,95,4.802535216,293,Good
Orange,23,95,19.85095108,341,Bad
Pineapple,24,95,14.1136139,317,Good
Banana,26,94,14.75399666,302,Good
Tomato,23,89,12.62144823,319,Good
Tomato,23,91,8.364807255,359,Good
Banana,24,95,19.31496687,292,BAD
Orange,22,95,5.182587061,343,Good
Orange,24,95,15.67848238,398,Bad
Tomato,23,92,9.475991969,362,Good
Pineapple,24,95,14.03538213,334,Good
Tomato,24,88,10.52137857,243,Good
Orange,23,95,9.039550676,179,Good
Tomato,25,95,15.42113219,389,Bad
Banana,26,94,13.95754575,306,Good
Pineapple,25,95,10.10404473,356,Bad
Tomato,24,95,14.83589827,313,Bad
Tomato,24,95,12.98058343,300,Bad
Banana,24,95,13.20040797,256,BAD
Tomato,23,92,9.814452454,356,Good
Banana,25,88,15.00096563,325,Good
Banana,25,86,13.65010619,345,Good
Orange,22,95,7.404343951,362,Good
Tomato,23,91,8.364807255,359,Good
Tomato,25,95,15.33623116,324,Bad
Orange,23,95,14.75399666,372,Bad
Orange,23,95,15.08413665,371,Bad
Orange,23,95,6.740875089,252,Good
Banana,25,86,13.57421101,341,Good
Orange,23,95,8.018312629,167,Good
Orange,21,94,9.365314571,393,Good
Orange,22,95,7.404343951,359,Good
Orange,22,95,6.613669965,249,Good
Orange,23,95,19.95991509,326,Bad
Pineapple,25,95,10.10404473,290,Bad
Pineapple,25,95,11.46485093,458,Bad
Tomato,22,92,10.70460698,359,Good
Orange,22,95,8.986156218,391,Good
Orange,23,95,4.904260592,339,Good
Orange,22,95,6.529850053,256,Good
Banana,26,94,14.75399666,299,Good
Banana,25,90,19.63480231,304,Good
Tomato,23,92,9.587732994,348,Good
Orange,24,95,17.12100442,269,Bad
Banana,24,95,13.49869706,261,BAD
Orange,23,95,8.264637967,176,Good
Orange,22,95,7.404343951,354,Good
Pineapple,25,95,14.27127328,402,Bad
Tomato,23,90,13.12676612,335,Good
Tomato,24,95,12.83585424,378,Bad
Tomato,24,89,13.49869706,392,Good
Tomato,23,88,8.214906999,303,Good
Pineapple,25,95,11.14266773,320,Bad
Banana,26,89,19.52760946,382,Good
Pineapple,25,95,10.46089174,380,Bad
Orange,22,95,8.0671142,368,Good
Banana,24,95,17.02725828,247,BAD
Tomato,25,95,15.76515749,317,Bad
Banana,24,95,18.08630257,254,BAD
Banana,26,95,15.76515749,298,Good
Orange,24,95,14.91822038,369,Bad
Banana,26,90,19.63480231,372,Good
Orange,22,95,7.404343951,354,Good
Pineapple,25,95,10.04556771,299,Bad
Orange,23,95,8.214906999,176,Good
Tomato,23,90,12.76402932,316,Good
Pineapple,25,95,10.89052217,420,Bad
Orange,23,95,8.465927903,181,Good
Pineapple,25,95,11.07916988,318,Bad
Orange,23,95,19.63480231,279,Bad
Orange,23,95,20.29041491,360,Bad
Orange,23,95,15.00096563,353,Bad
Orange,24,95,14.83589827,396,Bad
Banana,24,90,16.11639251,319,Good
Tomato,24,95,14.67251295,318,Bad
Pineapple,23,82,12.55068787,343,Good
Orange,22,95,6.082547355,252,Good
Tomato,23,87,6.283027997,286,Good
Banana,24,95,12.41021712,248,BAD
Banana,24,95,19.10462223,282,BAD
Pineapple,25,95,11.27059687,296,Bad
Tomato,23,92,9.587732994,357,Good
Pineapple,25,95,10.70460698,451,Bad
Tomato,23,89,7.313168177,285,Good
Tomato,23,89,8.214906999,300,Good
Orange,22,95,6.122270991,249,Good
Tomato,24,95,16.47502321,357,Bad
Tomato,26,95,6.446808067,400,Good
Tomato,23,89,8.214906999,298,Good
Orange,23,95,15.42113219,384,Bad
Banana,25,86,13.80304952,342,Good
Banana,26,90,18.7933463,389,Good
Orange,24,95,16.74896501,395,Bad
Tomato,23,95,14.75399666,310,Bad
Tomato,23,88,7.450253315,289,Good
Pineapple,25,95,9.929454577,316,Bad
Pineapple,25,95,4.768941936,404,Bad
Tomato,24,93,11.14266773,365,Good
Tomato,25,95,15.50647254,323,Bad
Orange,23,95,8.264637967,173,Good
Banana,25,89,20.73965627,391,Good
Tomato,26,77,7.496378442,159,Good
Orange,23,95,5.36188151,298,Good
Tomato,24,95,14.75399666,307,Bad
Banana,24,95,17.30998858,256,BAD
Orange,22,95,6.655874013,259,Good
Pineapple,24,95,14.1136139,314,Good
Tomato,24,95,14.75399666,392,Good
Tomato,25,95,7.825388265,200,Good
Tomato,23,91,13.57421101,324,Good
Orange,23,95,4.870193845,357,Good
Banana,24,86,13.3488037,340,Good
Tomato,23,89,8.116146322,289,Good
Tomato,23,90,12.83585424,329,Good
Pineapple,25,95,9.757364232,321,Bad
Pineapple,22,95,12.90803823,327,Good
Orange,23,95,6.571662296,257,Good
Tomato,24,95,14.43054353,311,Bad
Pineapple,25,95,14.27127328,410,Bad
Tomato,24,95,13.57421101,374,Bad
Banana,25,90,21.08316911,389,Good
Tomato,23,89,12.69256136,316,Good
Pineapple,22,95,12.48027818,323,Good
Banana,26,94,18.18569032,382,Good
Orange,23,95,9.255689372,172,Good
Tomato,23,91,8.31460431,366,Good
Orange,23,95,4.870193845,336,Good
Tomato,25,95,12.98058343,367,Bad
Pineapple,25,95,11.01598084,318,Bad
Orange,23,95,19.85095108,364,Bad
Orange,22,95,6.826673276,264,Good
Orange,22,95,6.446808067,249,Good
Banana,25,86,13.65010619,343,Good
Tomato,23,89,12.90803823,321,Good
Tomato,24,95,11.66198098,280,Bad
Orange,22,95,7.921396405,167,Good
Pineapple,25,95,11.27059687,293,Bad
Pineapple,22,95,12.69256136,335,Good
Orange,23,95,15.76515749,258,Bad
Orange,23,95,5.182587061,348,Good
Pineapple,23,95,12.69256136,329,Good
Pineapple,25,95,9.987371503,300,Bad
Pineapple,23,95,12.55068787,319,Good
Orange,23,95,19.00030193,267,Bad
Banana,24,95,16.47502321,255,BAD
Orange,22,95,6.48823229,246,Good
Orange,23,95,16.84124175,247,Bad
Tomato,22,92,13.57421101,337,Good
Banana,24,95,19.00030193,277,BAD
Orange,22,95,4.409591293,343,Good
Banana,24,95,16.84124175,249,BAD
Pineapple,25,95,10.58215896,284,Bad
Tomato,23,92,11.27059687,352,Good
Pineapple,22,94,12.48027818,337,Good
Tomato,25,95,13.72638492,371,Bad
Orange,23,95,14.67251295,213,Bad
Orange,23,95,15.00096563,252,Bad
Banana,26,94,14.59144457,302,Good
Orange,23,95,19.74258151,350,Bad
Orange,21,94,8.214906999,376,Good
Tomato,23,88,7.404343951,291,Good
Orange,23,95,19.95991509,340,Bad
Tomato,23,88,7.22284254,283,Good
Pineapple,25,95,9.929454577,348,Bad
Tomato,24,95,12.90803823,306,Bad
Orange,23,95,8.116146322,172,Good
Tomato,23,89,7.496378442,296,Good
Tomato,24,95,9.531728808,407,Good
Banana,25,89,20.06947764,301,Good
Orange,22,84,4.603308323,357,Good
Tomato,25,95,16.47502321,361,Bad
Tomato,23,89,9.587732994,375,Good
Pineapple,23,95,12.90803823,348,Good
Banana,25,89,20.29041491,389,Good
Tomato,23,93,11.79502342,356,Good
Orange,23,95,7.542720421,300,Good
Pineapple,25,95,9.987371503,302,Bad
Pineapple,25,95,10.52137857,385,Bad
Orange,22,95,9.093199852,382,Good
Pineapple,24,95,14.1136139,300,Good
Banana,24,95,17.21524677,252,BAD
Orange,22,95,7.044707922,298,Good
Tomato,24,95,12.69256136,306,Bad
Banana,24,95,12.13341843,256,BAD
Pineapple,25,95,11.01598084,304,Bad
Orange,23,95,5.076997025,342,Good
Orange,23,95,14.91822038,248,Bad
Tomato,23,89,8.165410187,310,Good
Pineapple,25,95,10.52137857,451,Bad
Pineapple,25,95,11.53023895,429,Bad
Tomato,24,95,16.20534945,339,Bad
Pineapple,25,95,10.10404473,294,Bad
Tomato,25,95,15.25176672,314,Bad
Orange,24,95,14.83589827,392,Bad
Orange,23,95,19.74258151,349,Bad
Tomato,25,95,15.42113219,383,Bad
Orange,23,95,15.08413665,377,Bad
Orange,24,95,15.76515749,255,Bad
Tomato,25,95,13.12676612,378,Bad
Banana,24,95,16.74896501,250,BAD
Orange,23,95,14.51078894,214,Bad
Tomato,26,87,7.825388265,406,Good
Orange,23,95,19.85095108,343,Bad
Orange,23,95,16.47502321,246,Bad
Orange,23,95,16.56585884,256,Bad
Orange,24,95,16.47502321,252,Bad
Pineapple,23,95,12.41021712,322,Good
Orange,24,95,15.00096563,370,Bad
Banana,25,95,16.20534945,266,BAD
Tomato,26,86,7.873279406,405,Good
Banana,24,86,13.80304952,348,Good
Banana,24,95,16.84124175,248,BAD
Orange,23,95,15.85228317,460,Bad
Orange,24,95,14.91822038,396,Bad
Orange,22,95,8.465927903,183,Good
Orange,22,95,7.777721829,375,Good
Banana,26,82,12.90803823,404,Good
Orange,22,95,8.264637967,359,Good
Banana,24,95,16.74896501,250,BAD
Pineapple,25,95,11.33503171,321,Bad
Pineapple,24,95,13.80304952,323,Good
Orange,22,95,8.516848104,381,Good
Banana,24,95,16.56585884,248,BAD
Tomato,22,92,10.95309884,356,Good
Pineapple,25,95,14.35070581,406,Bad
Banana,26,90,19.20950925,376,Good
Tomato,23,92,10.16280412,356,Good
Pineapple,25,95,10.64323454,288,Bad
Orange,23,95,14.91822038,368,Bad
Pineapple,25,95,9.987371503,307,Bad
Orange,23,95,16.74896501,205,Bad
Tomato,26,89,7.177995872,401,Good
Pineapple,22,95,12.69256136,336,Good
Orange,22,95,12.34050263,220,Good
